CID,Name,n_maps,selected_idx,removed_indices,coverage_frac,range,mean_active,std_active,composite_score,score_diff,close_call,z_coverage,z_range,z_mean
19878,4-tert-butylpyridine,1,0,,0.25758021783926993,4.8941,0.9202605714285715,0.6164491411854225,0.0,,False,,,
20083,2-octanol,1,0,,0.27583161613188106,8.9485,0.7599247598719318,0.6761971720601989,0.0,,False,,,
20748,methyl cyclohexanecarboxylate,1,0,,0.2637621430674124,5.32,0.8283816964285714,0.6374302775771811,0.0,,False,,,
21009,methyl thiosalicylate,1,0,,0.34030026493965265,7.496,0.40527921280276824,0.33916923493203255,0.0,,False,,,
22201,"2,3-dimethylpyrazine",1,0,,0.2631733882837798,7.885,0.8308548993288591,0.583901889004613,0.0,,False,,,
22217,4-nonanol,1,0,,0.2781866352664115,6.88,0.7433008465608466,0.6773539168376957,0.0,,False,,,
22386,2-pentanol,1,0,,0.24698263173388285,6.789,0.8259029797377829,0.7266009769748615,0.0,,False,,,
22556,2_dodecanone,1,0,,0.3114512805416544,10.793,0.5799174291115313,0.557921707419791,0.0,,False,,,
25612,9-decen-1-ol,1,0,,0.3117456579334707,10.187999999999999,0.537132625118036,0.44913638995138966,0.0,,False,,,
26447,L-menthone,4,2,"0,1,3",0.31586694141889904,7.4329,0.559955172413793,0.5026561287209383,3.205841205223084,2.8083145842555624,False,1.416858314345961,1.0446557989398504,-1.4886541838745455
26808,"2,3,5-trimethylpyrazine",1,0,,0.2781866352664115,7.306,0.7235753968253967,0.5910422338241913,0.0,,False,,,
27867,L-menthyl acetate,2,0,1,0.31969384751251106,9.6116,0.5104541436464088,0.4888693530411443,0.35355339059323515,0.7071067811865472,False,-0.7071067811865809,0.7071067811865438,-0.7071067811865445
31244,p-anisaldehyde,1,0,,0.3135119222843686,10.4877,0.4611696713615024,0.4607991928200915,0.0,,False,,,
31246,4-heptanone,1,0,,0.24080070650574037,6.8294999999999995,0.8605496332518336,0.723398789609116,0.0,,False,,,
31249,diethyl succinate,1,0,,0.3102737709743892,7.3406,0.5690388994307399,0.5348182239960914,0.0,,False,,,
31252,"2,5-dimethylpyrazine",1,0,,0.28878422137179866,7.8759999999999994,0.7070602140672784,0.5532945156411622,0.0,,False,,,
31265,ethyl caproate,2,1,0,0.27141595525463647,7.5373,0.6964403470715835,0.5743017320116984,0.3535533905932733,0.7071067811865476,False,-0.7071067811865475,0.707106781186547,-0.7071067811865475
31272,butyl acetate,1,0,,0.27553723874006475,6.5916999999999994,0.7739264957264956,0.6199420638105928,0.0,,False,,,
31276,isoamyl acetate,1,0,,0.29025610833088017,7.7924,0.7260320486815416,0.6375969432771227,0.0,,False,,,
31283,ethyl tetradecanoate,1,0,,0.2879010891963497,8.808,0.6877365439672801,0.6384469762118605,0.0,,False,,,
31289,nonanal,1,0,,0.24963202826022962,5.399,0.7892961084905661,0.6858426527881166,0.0,,False,,,
32045,6-undecanol,1,0,,0.3211657344715926,7.0785,0.5292697525206232,0.5440854368615252,0.0,,False,,,
33094,methyl benzoate,1,0,,0.2664115395937592,7.407,0.7932352044198896,0.6425207287306804,0.0,,False,,,
60997,p-tolyl phenylacetate,1,0,,0.2990874300853694,6.9244,0.6015433070866142,0.5489927618766938,0.0,,False,,,
61016,"2,6-dimethyl-5-heptenal",1,0,,0.2731822196055343,6.729800000000001,0.7663070043103449,0.6033346408786167,0.0,,False,,,
61020,3-methyl-2-butenal,1,0,,0.25345893435384165,9.1,0.8716130081300815,0.8201698648699408,0.0,,False,,,
61138,4-pentenoic acid,1,0,,0.26817780394465707,7.0762,0.6401634467618003,0.660907329802766,0.0,,False,,,
61199,abhexone,1,0,,0.2634677656755961,5.5799,0.6838351955307262,0.6912994726081554,0.0,,False,,,
61206,farnesyl acetone,1,0,,0.2914336178981454,8.345600000000001,0.689839191919192,0.6156934525184545,0.0,,False,,,
61303,2-pentadecanone,1,0,,0.3052693553135119,14.934000000000001,0.6025060366441658,0.6124070390145209,0.0,,False,,,
61384,phenethyl hexanoate,1,0,,0.3011480718280836,7.2869,0.6632735092864126,0.590759043303999,0.0,,False,,,
61814,"2,4-dimethylbenzaldehyde",1,0,,0.27259346482190167,6.788,0.6844273218142549,0.574006043671156,0.0,,False,,,
62003,4-methylnonanoic acid,1,0,,0.3220488666470415,9.764,0.5472153107861061,0.49621028484906043,0.0,,False,,,
62539,"3,4-hexanedione",1,0,,0.2846629378863703,8.302,0.7816822647362978,0.6056519880165143,0.0,,False,,,
66774,methyl glycolate,1,0,,0.3085075066234913,7.6135,0.583418893129771,0.5795598471407926,0.0,,False,,,
69963,5-hexen-1-ol,1,0,,0.29349425964085957,9.2212,0.756020260782347,0.6212917626475771,0.0,,False,,,
70099,"1,7-octadiyne",1,0,,0.3020312040035325,5.801,0.7471889181286551,0.5332059826602998,0.0,,False,,,
70610,monoethyl succinate,1,0,,0.31939947012069475,15.533999999999999,0.4773870875576036,0.577012854817868,0.0,,False,,,
70615,monoethyl malonate,1,0,,0.30997939358257287,13.425,0.4882844919278253,0.561948379202716,0.0,,False,,,
78274,methyl 3-aminobenzoate,1,0,,0.31645569620253167,10.704,0.4604855348837209,0.5045560290358593,0.0,,False,,,
82229,fenchone,2,1,0,0.31410067706800116,6.312200000000001,0.7011511715089035,0.5171649182578967,0.35355339059327373,0.7071067811865475,False,0.7071067811865476,-0.7071067811865476,-0.7071067811865475
82916,"1,5-cyclooctadiene",1,0,,0.2699440682955549,5.043,0.8121573391494002,0.5267977574894034,0.0,,False,,,
88068,methyl 3-hydroxybenzoate,1,0,,0.3155725640270827,9.75,0.44366437500000006,0.4534868463827222,0.0,,False,,,
92831,ethyl lactate,1,0,,0.29555490138357376,6.3769,0.6937096613545817,0.6805567467405994,0.0,,False,,,
93009,L-bornyl acetate,2,0,1,0.3199882249043273,8.478,0.5632458417663294,0.45056093965212607,1.7677669529663684,3.5355339059327378,False,0.7071067811865476,0.7071067811865476,-0.7071067811865468
94060,lavandulol,1,0,,0.3114512805416544,6.768,0.5479301039697543,0.46762874320849107,0.0,,False,,,
98471,2-acetylcyclopentanone,1,0,,0.29202237268177805,7.314400000000001,0.7404188508064516,0.5787476008602558,0.0,,False,,,
99873,2-methylcyclopropanecarboxylic acid,1,0,,0.2525758021783927,7.017,0.8305847086247086,0.8102565000297948,0.0,,False,,,
159055,(1R)-(+)-camphor,2,1,0,0.3135119222843686,10.4594,0.6638446948356808,0.5632195833034006,1.0606601717798254,2.1213203435596424,False,0.7071067811865476,0.7071067811865479,0.7071067811865397
219794,5-hydroxy-4-octanone,1,0,,0.29614365616720634,7.088,0.6903109642147117,0.585435542074633,0.0,,False,,,
251531,phenethyl 2-furoate,1,0,,0.33382396231969386,8.6241,0.613679012345679,0.47851441190315736,0.0,,False,,,
261491,thujone,1,0,,0.3088018840153076,8.189,0.7199134890371783,0.5549434615061924,0.0,,False,,,
369312,perillyl alcohol,1,0,,0.29879305269355316,6.9677,0.6055928078817734,0.5408264796049371,0.0,,False,,,
439250,(-)-limonene,3,1,"0,2",0.3220488666470415,16.4771,0.5350459780621573,0.5586673757479851,2.8748391288385475,4.1184063642677025,False,1.149672790818055,1.1478870136405388,-1.1545586487599082
439570,carvone(-),2,1,0,0.26493965263467767,9.778500000000001,0.6904015555555556,0.6744266774724063,1.7677669529663678,3.5355339059327373,False,0.7071067811865466,0.7071067811865475,-0.7071067811865475
440917,(+)-limonene ,1,0,,0.3067412422725935,5.7219999999999995,0.6636447216890595,0.5330894249794518,0.0,,False,,,
440967,(1S)-(-)-beta-pinene,2,1,0,0.3347070944951428,8.8625,0.6116849604221636,0.5122706286752761,1.0606601717798239,2.121320343559643,False,0.7071067811865476,0.7071067811865476,0.7071067811865426
442478,menthofuran,1,0,,0.25375331174565796,4.9447,0.8818432714617168,0.6696185185881326,0.0,,False,,,
517827,cyclamen aldehyde,1,0,,0.3008536944362673,6.8294999999999995,0.6267508806262231,0.5315812911438254,0.0,,False,,,
565690,menthyl isovalerate,2,1,0,0.3252870179570209,10.3966,0.49067918552036205,0.5345517836081108,0.3535533905932739,0.7071067811865478,False,0.7071067811865476,-0.7071067811865475,-0.7071067811865476
636687,"trans,trans-2,6-nonadienal",1,0,,0.26287901089196347,12.282,0.7245028555431131,0.6418056302269886,0.0,,False,,,
637511,cinnamaldehyde,2,0,1,0.30320871357079776,8.9515,0.7423284466019417,0.6133584478192008,1.060660171779821,2.1213203435596424,False,0.7071067811865475,0.7071067811865475,0.707106781186548
637520,methyl cinnamate,1,0,,0.3123344127171033,10.9408,0.6106026390197927,0.547106709453761,0.0,,False,,,
637566,geraniol,2,0,1,0.31410067706800116,7.0187,0.5161899718837863,0.5037648921872859,0.3535533905932722,0.7071067811865476,False,0.7071067811865476,-0.7071067811865491,-0.7071067811865475
638079,Cyclooctene,1,0,,0.2864292022372682,5.0600000000000005,0.7772484686536485,0.5369535133193565,0.0,,False,,,
641256,"trans, trans-2,4-hexadien-1-ol",1,0,,0.31969384751251106,7.8729,0.5694917127071822,0.5596541844188984,0.0,,False,,,
643731,"trans-2,cis-6-nonadienal",1,0,,0.25139829261112745,8.397,0.793852681498829,0.7443045289081036,0.0,,False,,,
643820,nerol,1,0,,0.31939947012069475,8.160400000000001,0.5082314285714286,0.4647167111285182,0.0,,False,,,
853433,isoeugenol,1,0,,0.3179275831616132,9.573,0.524736638888889,0.5220478668406467,0.0,,False,,,
1549018,cis-jasmone,1,0,,0.31292316750073595,7.4693000000000005,0.6381430856067732,0.5260623385959766,0.0,,False,,,
1549025,neryl acetate,1,0,,0.3079187518398587,8.113199999999999,0.5679282026768643,0.5990809834731047,0.0,,False,,,
1549026,geranyl acetate,1,0,,0.2914336178981454,7.4514,0.6426757575757576,0.6258443418457865,0.0,,False,,,
1796220,longifolene,1,0,,0.3002649396526347,9.714,0.554700156862745,0.523131837855444,0.0,,False,,,
2724161,(+)-terpinen-4-ol,1,0,,0.32381513099793935,7.3095,0.5746398181818182,0.476176382614643,0.0,,False,,,
3578033,3-(5-methyl-2-furyl)butanal,1,0,,0.3070356196644098,5.992,0.652004276126558,0.510915583105607,0.0,,False,,,
5280435,phytol,1,0,,0.28201354136002355,7.5347,0.7793905010438413,0.6420136309789668,0.0,,False,,,
5281167,cis-3-hexen-1-ol,1,0,,0.31616131881071535,7.7607,0.6418356610800745,0.4910844037488692,0.0,,False,,,
5281515,beta-caryophyllene,1,0,,0.27759788048277895,5.018,0.7972560339342524,0.5796296231456435,0.0,,False,,,
5282108,a-ionone,6,3,"0,1,2,4,5",0.33058581100971446,13.5509,0.5299557435440784,0.5387923506052695,3.1641867824164605,1.4047949752823476,False,1.5585429940529107,1.3675152784667972,-0.476257019793505
5283349,"trans,trans-2,4-decadienal",1,0,,0.28525169267000294,8.135,0.7064326522187823,0.586092111360363,0.0,,False,,,
5284503,trans-3-hexen-1-ol,1,0,,0.2926111274654107,6.3965,0.6813491951710261,0.5317274016470565,0.0,,False,,,
5284507,nerolidol,1,0,,0.26287901089196347,5.890499999999999,0.8120609182530795,0.6718609513813808,0.0,,False,,,
5315892,cinnamyl alcohol,1,0,,0.30320871357079776,5.5154,0.5850866990291262,0.5030216250517329,0.0,,False,,,
5318042,trans-2-hexen-1-ol,1,0,,0.3002649396526347,7.440300000000001,0.6555320588235295,0.5136321592362024,0.0,,False,,,
5321950,tiglic aldehyde,1,0,,0.2802472770091257,5.878500000000001,0.7851455882352941,0.5970398480584123,0.0,,False,,,
5324489,cis-2-hexen-1-ol,1,0,,0.3123344127171033,10.8825,0.6574805843543827,0.5433695737573445,0.0,,False,,,
5325830,(-)-terpinen-4-ol,1,0,,0.3264645275242861,10.1858,0.5816865644724978,0.4695192314307561,0.0,,False,,,
5357253,trans-4-octene,1,0,,0.312040035325287,5.662,0.7209071509433962,0.48325076457630256,0.0,,False,,,
5364446,cis-4-octene,1,0,,0.2905504857226965,6.43,0.7397357649442756,0.5678199808661352,0.0,,False,,,
5364448,trans-2-octene,1,0,,0.3276420370915514,6.164,0.7267822551662174,0.4864537072281866,0.0,,False,,,
5364532,methyl trans-2-octenoate,1,0,,0.284368560494554,5.9239999999999995,0.7216722360248446,0.5417126489798557,0.0,,False,,,
5367807,isobutyl angelate,1,0,,0.2879010891963497,6.389200000000001,0.6902360940695296,0.5678299690743857,0.0,,False,,,
5373603,celeriax,1,0,,0.25493082131292316,8.3804,0.8055814087759815,0.745194932501375,0.0,,False,,,
5463682,isoamyl tiglate,1,0,,0.26582278481012656,5.569699999999999,0.8338294573643411,0.6724928959320742,0.0,,False,,,
12315259,santalol,1,0,,0.26817780394465707,8.495,0.729581558726674,0.773739013080279,0.0,,False,,,
